keywords,sexo,n
patrimônio,masculino,1
patrimônio bibliográfico,feminino,1
patrimônio cultural,feminino,1
patrimônio cultural,masculino,1
Patrimônio cultural,masculino,1
Patrimônio Cultural,masculino,2
patrimônio cultural.,feminino,1
patrimônio iconográfico,feminino,1
patrimônio imaterial,masculino,2
Patrimônio Imaterial,masculino,1
Patrimônio imaterial.,masculino,2
patrimônio líquido.,masculino,1
patrimônio público.,masculino,2
patrimônio.,masculino,1
patrocínio,feminino,1
patrocínio,masculino,1
Patrona do Tênis Brasileiro,feminino,1
Patrono Brasileiro da Economia Solidária,masculino,1
pavimentação asfáltica,masculino,1
Pecuária,masculino,1
Pecuária e Abastecimento,masculino,1
pecuarista.,feminino,1
peculato,feminino,2
peculato,masculino,11
peculato.,masculino,1
pedágio,masculino,5
Pedágio,masculino,1
pedestre,masculino,1
pedofilia.,feminino,1
pedra preciosa,masculino,1
peixe.,masculino,1
pena,feminino,2
pena,masculino,56
pena de perdimento,masculino,1
pena impeditiva,masculino,1
pena privativa de liberdade,feminino,2
pena privativa de liberdade,masculino,13
pena privativa de liberdade,NA,2
pena privativa de liberdade.,masculino,3
Pena privativa de liberdade.,masculino,1
pena privativa de liberdade.   _Alteração,masculino,1
pena restritiva de direitos,feminino,2
Pena restritiva de direitos,masculino,1
pena.,masculino,1
penalidade,masculino,9
penalidade administrativa,masculino,2
penalidade administrativa,NA,1
penalidade administrativa.,masculino,2
penalidade disciplinar,masculino,1
penalidade pecuniária,masculino,1
penalidade pecuniária.,masculino,1
penalidade.,masculino,6
penalidade.   _ Alteração,masculino,1
penhor,feminino,1
penhor,masculino,1
penhor rural,masculino,1
penhora,feminino,1
penhora,masculino,2
pensão,masculino,3
pensão (turismo),masculino,1
pensão alimentícia,masculino,3
pensão alimentícia.,masculino,1
pensão especial,feminino,2
pensão especial,masculino,1
pensão especial.,masculino,1
pensão vitalícia,feminino,1
pensionista,masculino,1
pensionista,NA,2
pequena empresa,feminino,1
pequena empresa,masculino,1
pequena propriedade rural.,masculino,1
Pequena propriedade rural.,masculino,1
percentagem,feminino,1
percentual,feminino,3
percentual,masculino,20
percentual,NA,4
perda,feminino,1
perda,masculino,1
perda civil de bens,feminino,1
perda civil de bens,masculino,10
perda de chance,masculino,1
perda de eficácia normativa.  _ Alteração,masculino,1
perda de eficácia normativa.  _Alteração,masculino,1
perda de mandato eletivo,masculino,1
perde eficácia normativa.,masculino,1
perdimento,masculino,1
Perdimento,masculino,1
perdimento da mercadoria,masculino,1
peregrinação,masculino,1
perfil falso,masculino,1
perícia,masculino,1
perícia médica,masculino,2
perícia médica.,masculino,1
perícia médica. _Alteração,masculino,1
Periclitação da vida e da saúde,masculino,1
perigo,masculino,1
perímetro urbano,masculino,1
período,feminino,1
período,masculino,4
período,NA,1
período de carência,masculino,1
Período de carência,masculino,1
período de carência.    _Alteração,feminino,1
período de graça,masculino,1
período eleitoral,masculino,1
período eleitoral.,masculino,1
Perito Criminal Federal,NA,1
permanência,feminino,1
permanência,masculino,3
permissão,feminino,1
permissão,masculino,3
permissão (administração pública),masculino,1
permissão de saída,masculino,1
permissão para dirigir,masculino,1
permissionário (administração pública),masculino,2
permissionário (administração pública),NA,2
Permissionário (administração pública),masculino,1
Permissionário (administração pública),NA,1
Pernambuco,NA,1
persecução penal,masculino,23
Personal trainer,masculino,1
Perturbação do sossego alheio.,masculino,1
perturbação do trabalho,masculino,1
pesagem,masculino,1
pesca esportiva,masculino,1
pesca esportiva.,masculino,1
pesca.,masculino,1
pesquisa,masculino,1
pesquisa científica,masculino,2
pesquisa com animais.,masculino,1
pesquisa mineral,feminino,1
pessoa,masculino,21
pessoa,NA,1
pessoa com deficiência,feminino,2
pessoa com deficiência,masculino,16
pessoa com deficiência,NA,2
Pessoa com deficiência,masculino,1
pessoa com deficiência    _Alteração,masculino,1
pessoa com deficiência física,masculino,1
pessoa com deficiência física.,masculino,1
pessoa com deficiência intelectual,masculino,2
Pessoa com deficiência intelectual,masculino,2
pessoa com deficiência severa,masculino,1
pessoa com deficiência visual,masculino,2
pessoa com deficiência visual.,masculino,2
Pessoa com deficiência visual.,masculino,1
pessoa com deficiência.,feminino,2
pessoa com deficiência.,masculino,7
pessoa com deficiência.,NA,1
Pessoa com deficiência.,masculino,1
pessoa com mobilidade reduzida,masculino,1
pessoa com mobilidade reduzida.  _Alteração,masculino,1
pessoa com transtorno do espectro autista,masculino,2
pessoa com transtorno do espectro autista,NA,1
Pessoa com transtorno do espectro autista,masculino,1
Pessoa com transtorno do espectro autista,NA,1
pessoa com transtorno do espectro autista.,masculino,1
Pessoa com transtorno do espectro autista.,feminino,1
Pessoa com transtorno do espectro autista.,masculino,2
pessoa desaparecida,masculino,1
pessoa desaparecida.,feminino,1
pessoa física,masculino,5
pessoa física,NA,1
pessoa física.  _ Alteração,masculino,1
pessoa jurídica,masculino,12
pessoa jurídica,NA,2
pessoa jurídica de direito privado,feminino,1
pessoa jurídica de direito privado,masculino,3
Pessoa jurídica de direito privado,masculino,1
pessoa jurídica de direito público,masculino,1
pessoa jurídica.,masculino,1
pessoa jurídica.,NA,1
pessoa natural,masculino,2
pessoa superdotada,masculino,1
pessoa.,masculino,1
petição.,masculino,1
petróleo,masculino,2
Petróleo Brasileiro (Petrobras),masculino,1
petróleo.,masculino,1
petshop,masculino,1
photoshop.,masculino,1
piloto comercial,masculino,1
pílula anticoncepcional,masculino,1
Pirâmide financeira,masculino,1
pirataria,masculino,1
Pis-Pasep,masculino,1
Pis-Pasep,NA,1
piso salarial,masculino,4
piso salarial.,feminino,1
PL 9971 DE 2018 (06.04)  Alteração,NA,1
placa,feminino,1
placa,masculino,5
planejamento,masculino,2
planejamento,NA,1
planejamento familiar,masculino,1
plano de gerenciamento,masculino,1
Plano de Manutenção,masculino,1
plano de saúde,masculino,3
Plano de saúde,masculino,1
Plano de Saúde,masculino,1
plano de saúde coletivo,feminino,1
plano de saúde coletivo por adesão,masculino,1
plano de saúde.,feminino,2
plano de saúde.,masculino,1
Plano de Seguridade Social dos Congressistas (PSCC).,masculino,1
Plano de serviços,masculino,1
plano diretor,masculino,2
plano econômico,feminino,1
Plano Municipal Cicloviário,masculino,1
Plano Nacional de Cultura,masculino,1
Plano Nacional de Educação (PNE),feminino,1
Plano Nacional de Educação (PNE),masculino,2
Plano Nacional de Gerenciamento Costeiro,masculino,1
Plano Nacional de Políticas sobre Drogas,feminino,1
Plano Nacional de Resíduos Sólidos (PNRS),masculino,1
planta aromática,masculino,1
plástico,masculino,2
plástico.,masculino,2
Plataforma digital,masculino,1
plebiscito.,feminino,1
pneu,masculino,1
pobre,masculino,1
Pode público,feminino,1
poder de polícia,masculino,1
poder de polícia.,masculino,1
Poder Executivo,masculino,10
poder familiar,feminino,1
Poder Judiciário,masculino,2
Poder Legislativo,masculino,3
Poder legislativo distrital,masculino,1
Poder legislativo estadual,masculino,1
Poder legislativo municipal.,masculino,1
poder público,masculino,1
Poder Público,feminino,1
Poder Público,masculino,2
Poderes da União,masculino,1
polícia,masculino,2
polícia civil,masculino,4
polícia federal,masculino,11
Polícia Federal,masculino,1
polícia judiciária,masculino,1
polícia militar,masculino,2
Polícia militar.,masculino,1
polícia militar. _Alteração,masculino,3
Polícia Rodoviária Federal.,masculino,1
Polícia técnico-científica,masculino,1
polícia.,masculino,1
policial,masculino,1
policial civil,masculino,1
Policial civil,masculino,1
Policial federal,masculino,1
Policial ferroviário federal,masculino,1
policial militar,masculino,2
Policial militar,masculino,1
Policial Militar,masculino,1
Policial rodoviário federal,masculino,1
policiamento preventivo,masculino,1
Policlínica,masculino,1
polissonografia,masculino,1
política,masculino,2
Política Cultural,masculino,1
Política de Incentivo às Microdestilarias e às Cooperativas de Pequenos Produtores de Etanol,masculino,1
Política Nacional de Atenção Básica (PNAB).,masculino,2
Política Nacional de Atenção Oncológica (PNAO).,masculino,2
Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca,masculino,1
Política Nacional de Energia Solar Fotovoltaica (PRONASOLAR),masculino,1
Política Nacional de Incentivo à Prática de Esportes para Idosos,masculino,1
Política Nacional de Incentivo à Produção de Pimentas de Qualidade,masculino,1
Política Nacional de Incentivo à Produção de Qualidade de Vinhos e Produtos Derivados da Viticultura,masculino,1
Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista,masculino,2
Política Nacional de Qualidade do Ar,masculino,1
Política Nacional de Resíduos Sólidos,masculino,1
Política Nacional de Turismo,masculino,1
política pública,feminino,2
política pública,masculino,5
Política pública,masculino,2
Política Pública,masculino,1
Política pública.,feminino,1
Política pública.,masculino,5
político,masculino,3
polo indusrial,masculino,1
Polo Náutico do Brasil,masculino,1
poluente,masculino,1
poluição,masculino,2
poluição ambiental.,feminino,1
poluição sonora,masculino,1
Poluição sonora,masculino,1
ponte,masculino,1
pontuação,masculino,1
populaçao,masculino,1
população de baixa renda.,masculino,1
População em situação de rua,masculino,1
população indígena,masculino,2
população quilombola,masculino,1
Porangatu (GO),masculino,1
pornografia,NA,1
porta,masculino,1
porta.,masculino,1
Portabilidade,masculino,1
porte de arma,masculino,11
porte de arma de fogo,masculino,1
porte de documento falso.,masculino,1
porte ilegal de arma,masculino,1
Porte ilegal de arma,masculino,1
porte ilegal de arma de fogo de uso permitido,masculino,1
porte ilegal de arma de fogo de uso proibido,masculino,11
porte ilegal de arma de fogo de uso restrito,masculino,1
Porte ilegal de arma de fogo de uso restrito,masculino,1
porto,masculino,3
Porto Alegre (RS),masculino,1
Porto Velho (RO),feminino,1
Porto Velho (RO),masculino,1
Portus Instituto de Seguridade Social.,masculino,1
pós_graduação,masculino,1
Pós-graduação,masculino,1
posse,masculino,2
posse ilegal de arma de fogo de uso proibido,masculino,11
posse ilegal de arma de fogo de uso restrito,masculino,1
Posse ilegal de arma de fogo de uso restrito.  _Alteração,masculino,1
posse irregular de arma de fogo de uso permitido,masculino,1
possibilidade,masculino,1
postagem,masculino,1
posto de fiscalização,masculino,1
posto de gasolina,NA,1
Posto de gasolina,masculino,1
posto de gasolina.,masculino,3
posto de trabalho,feminino,1
posto de trabalho,masculino,2
pousada,masculino,1
praia,masculino,1
Prata (MG),masculino,1
prática,masculino,8
prática,NA,1
prática abusiva,feminino,1
prática desportiva,masculino,1
prazo,feminino,1
prazo,masculino,21
Prazo,masculino,1
prazo de validade,masculino,3
prazo de validade vencido.,masculino,1
prazo determinado,masculino,10
prazo determinado.,masculino,1
prazo indeterminado,masculino,1
prazo judicial,masculino,1
prazo máximo,masculino,1
prazo prescricional,masculino,1
prazo processual,masculino,1
prazo.,masculino,1
pré-candidato a cargo eletivo,masculino,1
Pré-candidato a cargo eletivo,masculino,2
Pré-candidato a cargo eletivo.,masculino,1
pré-escola,masculino,1
precatório,masculino,1
precedência,masculino,1
preço,feminino,1
preço,masculino,5
preço,NA,1
preço mínimo.,masculino,1
preconceito,feminino,1
preconceito racial,masculino,1
preenchimento,masculino,4
prefeito,masculino,1
prefeitura.,masculino,1
preferência,masculino,2
pregão,masculino,2
pregão.,masculino,1
prejuízo,masculino,7
prêmio,masculino,2
prêmio de seguro,masculino,1
preparo,masculino,1
prerrogativa,masculino,1
prescrição,masculino,1
prescrição da pena,masculino,11
presença,feminino,1
presença,masculino,1
presença forçada em ato de natureza sexual ou libidinoso,masculino,1
preservação,feminino,2
preservação,masculino,3
preservação ambiental,masculino,4
presidente,feminino,1
presidente,masculino,2
Presidente da Câmara dos Deputados,masculino,1
Presidente da República,masculino,3
Presidente do Senado Federal,masculino,1
presídio,masculino,2
preso,masculino,2
preso condenado,feminino,2
preso condenado,masculino,24
preso condenado,NA,1
Preso condenado,masculino,1
preso condenado.,feminino,1
preso condenado.,masculino,1
Preso provisório,masculino,1
preso.,masculino,1
prestação,masculino,1
prestação de contas,masculino,2
prestação de contas.,masculino,2
prestação de informação,masculino,1
prestação de serviço,masculino,2
prestação de serviços,feminino,1
prestação de serviços,masculino,11
prestação de serviços,NA,1
prestação de serviços.,masculino,2
prestador de serviço,masculino,1
presunção,feminino,1
presunção,masculino,1
presunção de inocência.,masculino,1
pretensão punitiva,masculino,1
prevalência,masculino,1
prevaricação,masculino,1
prevaricação,NA,1
prevenção,feminino,7
prevenção,masculino,16
prevenção,NA,1
Prevenção e Combate a Intimidação Sistemática (Bullying),masculino,1
previdência social,masculino,1
previdência social,NA,1
Previdência social,masculino,1
Previdência Social,masculino,2
Previdência Social,NA,1
previdência social.,masculino,2
Previdência Social.   _ Criação,NA,1
previsão,masculino,2
primeira instância,masculino,1
primeiros socorros,masculino,2
primeiros socorros,NA,1
Primeiros socorros.,masculino,1
princípio constitucional,NA,1
Princípio da igualdade.,masculino,1
princípio da insignificância,masculino,2
princípio da legalidade,masculino,1
princípio da moralidade,masculino,1
princípios,feminino,1
princípios,masculino,8
princípios.,feminino,1
prioridade,masculino,6
prioridade,NA,1
priorização,masculino,1
prisão,masculino,1
prisão domiciliar,masculino,1
prisão domiciliar,NA,2
prisão em flagrante,masculino,1
prisão preventiva,masculino,13
Prisionais e sobre Drogas (SINESP),masculino,2
privacidade.,masculino,1
privatização,feminino,3
privatização.,masculino,1
probição,masculino,1
procedência,feminino,1
procedência,masculino,1
procedimento,feminino,4
procedimento,masculino,6
procedimento,NA,2
Procedimento,masculino,3
Procedimento,NA,1
procedimento administrativo,masculino,1
procedimento estético.,NA,1
processamento,feminino,1
processamento,masculino,10
processo administrativo,feminino,1
processo administrativo,masculino,2
processo administrativo fiscal,masculino,1
processo administrativo.,masculino,1
Processo civil.,masculino,1
processo decisório,masculino,1
processo judicial,masculino,4
processo judicial.,masculino,1
processo licitatório,masculino,1
processo penal,masculino,1
processo penal.,masculino,1
processo seletivo,feminino,1
processo seletivo,masculino,2
processo trabalhista,masculino,1
processo trabalhista.,masculino,1
processo tributário,masculino,2
processo tributário voto de qualidade,masculino,1
procurador da justiça.,masculino,1
Procurador Geral da União,masculino,1
Procuradoria-Geral da Fazenda Nacional (PGFN),masculino,1
Procuradoria-Geral da Fazenda Nacional (PGFN).,masculino,2
produção,feminino,2
produção,masculino,6
produção econômica,masculino,1
produto,masculino,5
produto agroalimentar.,masculino,1
produto agropecuário,masculino,2
produto alimentício,masculino,2
produto alimentício.,masculino,2
produto audiovisual,masculino,1
Produto biodegradável.,masculino,1
produto de higiene pessoal,masculino,1
produto de origem animal,masculino,1
produto derivado,feminino,1
produto derivado,masculino,4
produto derivado.,masculino,1
Produto descartável,masculino,1
produto descartável.,masculino,1
produto florestal,masculino,1
produto fumígeno,masculino,1
produto genérico.,masculino,1
produto in natura,masculino,1
Produto Interno Bruto (PIB),NA,1
produto orgânico,masculino,1
produto refrigerado,feminino,1
produto terapêutico,masculino,1
produtor,masculino,4
produtor agrícola,masculino,1
produtor rural,masculino,7
produtor rural.,masculino,1
produtos,masculino,13
produtos,NA,1
produtos.,masculino,3
proferimento,masculino,1
professor,masculino,8
professor,NA,2
professora,masculino,1
professores,masculino,1
profissão,masculino,3
profissão,NA,1
profissional,masculino,4
profissional credenciado,masculino,1
profissional da educação,NA,1
profissional da educação.,masculino,1
profissional da segurança pública,feminino,1
profissional da segurança pública,masculino,10
profissional da segurança pública,NA,1
Profissional da segurança pública,masculino,2
profissional de educação,masculino,1
profissional de educação,NA,1
Profissional de Educação Física,masculino,3
profissional de saúde,masculino,3
profissional de segurança pública,masculino,1
profissional-parceiro,masculino,1
programa,masculino,2
Programa Antártico Brasileiro (PROANTAR),feminino,1
Programa Atividade Física,masculino,2
Programa Cisternas.,masculino,1
Programa de Alimentação ao Trabalhador (PAT),masculino,1
programa de apadrinhamento,masculino,1
Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores (PADIS),masculino,1
Programa de Aquisição de Alimentos (PAA),masculino,1
Programa de Aquisição de Alimentos (PAA).,masculino,1
Programa de Aquisição de Alimentos (PAA).   _Revogação,masculino,1
Programa de Bolsas de Estudo no Ensino Médio (POMED),masculino,1
Programa de Complementação Sócio Educacional,feminino,1
Programa de Fomento e de Desenvolvimento da Pequena Agroindústria Familiar e Pesqueira (PROPAGRO),masculino,1
Programa de Fortalecimento e Interiorização da Assistência Farmacêutica,masculino,1
Programa de Intercâmbio para o Ensino Médio (PIEM),feminino,1
Programa de Intervenção Social para Prevenção à Violência (PISPV),feminino,1
Programa de Intervenção Social para Prevenção à Violência (PISPV),masculino,5
Programa de Regularização de Dívidas Rurais Não-Bancárias,masculino,2
Programa de Regularização Tributária Rural (PRR),masculino,4
Programa Dinheiro Direto na Escola (PDDE),NA,1
programa educativo,masculino,1
Programa Empresa Cidadã,masculino,1
Programa Especial de Regularização do Fies,masculino,1
programa habitacional,masculino,1
Programa Minha Casa,masculino,3
Programa Nacional de Acesso ao Ensino Técnico e Emprego (Pronatec),feminino,1
Programa Nacional de Alimentação Escolar (Pnae),masculino,1
Programa Nacional de Alimentação Escolar (Pnae).,masculino,2
Programa Nacional de Apoio à Atenção da Saúde da Pessoa com Deficiência (PRONAS/PCD),masculino,1
Programa Nacional de Apoio à Atenção Oncológica (PRONON),masculino,1
Programa Nacional de Assistência Estudantil (PNAES),masculino,1
Programa Nacional de Banimento dos Plásticos de Uso Único até o ano de 2030 (PNBP),masculino,1
Programa Nacional de Controle do Câncer de Próstata,masculino,1
Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf),masculino,3
Programa Nacional de Imunizações (PNI).,masculino,1
Programa Nacional de Promoção e Proteção ao Emprego da Gestante Provedora,masculino,1
Programa Reservistas em Ação por Cidadania,feminino,1
programa social,masculino,1
programa social.,feminino,1
Programa Tempo de Despertar,feminino,1
Programa Terceira Idade com Dignidade,masculino,1
Programa Universidade Operária Brasileira,feminino,1
Programa Universidade para Todos (ProUni),NA,1
programação,feminino,3
programação,masculino,1
progressão de regime prisional,feminino,1
progressão de regime prisional,masculino,3
progressão de regime prisional,NA,1
progressão de regime prisional.,masculino,1
progressão de regime prisional.  _Alteração,masculino,1
Progressão de regime prisional.  _Alteração,masculino,11
progressão de regime prisional. _Alteração,masculino,1
proibição,feminino,7
proibição,masculino,47
proibição,NA,1
Proibição,feminino,1
Proibição,masculino,18
proibição.,masculino,1
projeto,masculino,1
projeto básico,masculino,1
projeto executivo,masculino,1
proliferação,masculino,1
promessa (direito civil),masculino,1
Promessa (direito civil),masculino,2
promoção,feminino,2
promoção,masculino,6
promoção comercial,masculino,1
prontuário,masculino,1
prontuário.,masculino,1
propagação,masculino,1
propaganda,masculino,1
propaganda comercial,feminino,1
propaganda eleitoral,masculino,2
Propaganda eleitoral,masculino,1
propaganda eletrônica,masculino,1
propaganda.,NA,1
proporcionalidade,masculino,1
Proporcionalidade,feminino,1
proposta,masculino,1
proposta de acordo,masculino,22
proposta pedagógica,feminino,1
proposta pedagógica. _ Alteração,masculino,1
propriedade (direito civil),masculino,1
propriedade fiduciária,feminino,1
propriedade rural.,masculino,1
proprietário,masculino,3
prorrogação,masculino,2
proselitismo político,masculino,2
proselitismo religioso,masculino,2
prostituição forçada,masculino,1
proteção,feminino,4
proteção,masculino,37
proteção,NA,2
proteção ambiental,masculino,5
proteção ambiental,NA,1
proteção ambiental.,masculino,1
prótese articular,masculino,1
protesto de título,masculino,1
protetor solar,masculino,1
prova,masculino,1
Prova (direito do trabalho),masculino,1
prova (direito penal),masculino,11
Prova (direito penal),masculino,1
provedor de acesso,masculino,2
provedor de aplicações,masculino,2
Provedor de aplicações,feminino,1
provedor de conteúdo,masculino,2
provento (remuneração),feminino,1
provento (remuneração),masculino,4
Provento (remuneração),masculino,2
provocação,masculino,2
provocação de tumulto,masculino,1
proximidade,masculino,4
proximidade,NA,1
psicólogo,masculino,1
psicoterapia,masculino,1
psicoterapia.,masculino,1
publicação,feminino,2
publicação,masculino,3
publicação impressa.,masculino,1
publicidade,feminino,1
publicidade,masculino,6
publicidade,NA,1
publicidade enganosa,masculino,1
punição,feminino,1
quadriciclo,masculino,1
Quadriciclo,masculino,1
quadro de pessoa,feminino,1
quadro de pessoa,masculino,2
quadro de pessoal,masculino,2
Quadro Especial de Graduados do Exército,feminino,1
Quadro Especial de Terceiros-Sargentos,feminino,1
qualidade,masculino,1
qualidade de vida,feminino,1
qualidade de vida,masculino,1
qualidade.,masculino,1
qualificação,feminino,2
qualificação econômico-financeira.,masculino,1
quantidade,masculino,3
quilombo,masculino,1
quilombola.,masculino,1
quilombolas,feminino,1
quilombolas,masculino,1
quilombolas.,feminino,1
quimioterapia,masculino,1
quinto constitucional.,masculino,1
quitação,masculino,3
quitação.,masculino,1
quociente eleitoral,masculino,1
quociente partidário,masculino,1
racha.,feminino,1
racionalização,masculino,11
radar eletrônico,masculino,1
radar móvel,masculino,1
rádio,feminino,1
rádio,masculino,3
Radiodifusão comunitária,masculino,1
Radiodifusão de sons e imagens,masculino,1
radiografia,masculino,1
rastreamento,masculino,14
rateio,masculino,2
reabilitação,masculino,1
reabilitação profissional.,masculino,1
reação química.,masculino,1
readaptação.,masculino,1
reajuste,feminino,1
reajuste,masculino,4
reajuste,NA,1
reajuste automático,masculino,1
Reajuste de preços,masculino,1
reajuste de tarifas,masculino,1
Reajuste de tarifas,masculino,1
reajuste salarial.,masculino,1
reajuste.,masculino,1
realização,masculino,4
Realização,masculino,1
realocação.,masculino,1
recálculo,feminino,1
recebimento,masculino,3
receita,masculino,2
receita bruta,masculino,1
receita médica,masculino,1
recém-nascido,masculino,1
Recém-nascido,masculino,1
recém-nascido.,masculino,2
Recém-nascido.,masculino,1
recém-nascido.  _Alteração,masculino,1
receptação qualificada,feminino,1
receptação.,masculino,1
recessão econômica,feminino,1
recibo de pagamento,NA,1
recipiente transportável,masculino,1
reclamação,masculino,1
reclamação obstativa da decadência,masculino,1
reclamação trabalhista,masculino,1
reclamação trabalhista.,masculino,1
reclusão,feminino,1
reclusão,masculino,27
reclusão,NA,1
reclusão.   _ Alteração,masculino,1
reclusão.  _Alteração,feminino,1
recolhimento,masculino,1
recondução (eleição),masculino,1
recondução.,masculino,1
reconhecimento,feminino,1
reconhecimento,masculino,2
Reconhecimento,masculino,3
recriação,masculino,1
recrutamento,masculino,1
recuperação,feminino,1
recuperação,masculino,3
recuperação judicial,masculino,1
recuperação judicial.,masculino,1
recurso administrativo,masculino,1
recurso judicial,masculino,1
recurso orçamentário,masculino,1
recursos,feminino,8
recursos,masculino,37
recursos,NA,2
Recursos,NA,1
Recursos didáticos,masculino,1
recursos financeiros,masculino,5
recursos financeiros,NA,1
Recursos financeiros,masculino,1
recursos hídricos,masculino,1
recursos minerais. _Alteração,feminino,1
recursos orçamentários,masculino,2
recursos públicos,masculino,4
recursos públicos.,feminino,1
recursos públicos.,masculino,1
Recursos públicos.,masculino,1
recusa,feminino,1
rede privada de saúde.,masculino,1
rede pública de ensino,feminino,1
rede pública de ensino,masculino,3
Rede pública de ensino,feminino,1
Rede pública de ensino,masculino,1
rede pública de ensino.,NA,1
Rede pública de ensino.,masculino,1
rede pública de saúde,masculino,1
rede social,masculino,17
redução,feminino,2
redução,masculino,28
redução,NA,4
Redução,masculino,4
reeducação,feminino,1
reeleição,masculino,1
refinanciamento,masculino,1
reforma,masculino,1
reforma agrária,masculino,1
reforma agrária.,masculino,2
reforma militar,feminino,1
reforma militar,masculino,6
reforma trabalhista.,masculino,1
Reforma Trabalhista.,masculino,1
refrigerante,masculino,1
refugiado,feminino,1
Região Centro-Oeste.   _ Alteração,feminino,1
região geográfica,masculino,2
região metropolitana,masculino,1
Região Nordeste,feminino,1
Região Norte,feminino,1
regime aberto,NA,2
regime aberto.,masculino,1
Regime de permissão de lavra garimpeira.,masculino,1
regime de tempo parcial.,masculino,1
regime de trabalho,masculino,1
regime disciplinar diferenciado.   _Alteração,masculino,11
regime especial de tributação,masculino,1
Regime especial de tributação,masculino,1
regime fechado,masculino,1
regime fechado,NA,1
regime fechado.,masculino,1
regime fechado. _Revogação,masculino,1
Regime Geral de Previdência Social (RGPS),feminino,3
Regime Geral de Previdência Social (RGPS),masculino,4
Regime Geral de Previdência Social (RGPS),NA,5
Regime Geral de Previdência Social (RPGS),masculino,1
Regime Jurídico Único dos Servidores Públicos Civis da União,masculino,3
Regime Jurídico Único dos Servidores Públicos Civis da União,NA,1
regime semiaberto,masculino,1
regime semiaberto,NA,1
regime semiaberto.,NA,1
regime societário.,feminino,1
regime societário.,masculino,2
registo,masculino,1
registro,feminino,2
registro,masculino,10
registro,NA,1
registro civil,masculino,4
Registro Civil das Pessoas Jurídicas (RCPJ),masculino,1
Registro Civil das Pessoas Jurídicas (RCPJ).,feminino,1
Registro Civil de Pessoas Naturais,feminino,1
Registro Civil de Pessoas Naturais,masculino,2
registro de imóveis.   _ Conselho Nacional de Justiça (CNJ),masculino,1
registro de imóveis.   _Alteração,masculino,1
registro de imóvel,masculino,2
Registro de Imóvel,masculino,1
registro de imóvel.,masculino,1
registro de nascimento,feminino,1
registro de nascimento,masculino,2
Registro de títulos e documentos,masculino,1
Registro Nacional de Doadores de Medula Óssea (REDOME),masculino,1
registro profissional,masculino,1
Registro Público,masculino,2
registro.,masculino,1
regra de ouro,masculino,1
regra de ouro.,masculino,2
regulação,masculino,18
regulação,NA,1
Regulação,feminino,2
Regulação,masculino,12
regulamentação,feminino,1
regulamentação,masculino,18
Regulamentação,masculino,13
Regulamentação,NA,1
Regulamentação profissional,masculino,3
Regularização fundiária urbana (Reurb),masculino,1
reincidência,masculino,1
reintegração de posse,masculino,2
reivindicação,masculino,1
Relação Descritiva das Ferrovias do Plano Nacional de Viação,masculino,1
Relação Descritiva das Rodovias do Sistema Rodoviário Federal.,masculino,2
Relação Descritiva das Rodovias do Sistema Rodoviário Federal.,NA,1
relações internacionais.,masculino,1
relações trabalhistas,masculino,2
relator.  _Alteração,masculino,11
relatório (documento administrativo).,masculino,1
relatório de vistoria técnica,masculino,1
religião.,masculino,1
remessa,masculino,1
remessa necessária de sentença,masculino,1
remição da pena,masculino,2
Remição da pena,masculino,2
remição de pena,masculino,1
remoção,masculino,1
remuneração,masculino,6
remuneração,NA,1
remuneração.,masculino,1
renda,masculino,1
renda mensal,feminino,1
Renda Mensal Inicial (RMI),feminino,1
rendimento,masculino,3
renegociação,masculino,2
renovação,masculino,5
renúncia fiscal,NA,1
Reparação do dano,masculino,1
repasse,feminino,1
repasse,masculino,8
repelente,masculino,1
repetição,feminino,1
reposição,NA,1
repouso,feminino,1
representação,feminino,2
representação,masculino,2
reprogramação,masculino,1
reputação,masculino,1
requerimento,feminino,1
requerimento,masculino,1
requisito,masculino,62
requisito,NA,4
rescisão,masculino,2
rescisão do contrato,masculino,3
Rescisão do contrato,masculino,1
rescisão unilateral.,masculino,1
reserva,feminino,1
reserva,masculino,5
reserva,NA,1
Reserva,feminino,1
Reserva,masculino,1
reserva de contingência,masculino,1
Reserva Extrativista (Resex),NA,1
Reserva Legal,masculino,1
reserva remunerada,masculino,1
reservista,feminino,1
reservista,masculino,1
residência.,masculino,1
residente,masculino,1
residente,NA,2
resíduo,masculino,1
resíduo sólido,masculino,3
resíduo sólido.,NA,1
resíduo sólido.   _ Alteração,masculino,1
resolução,masculino,1
respeito,feminino,1
respeito,NA,1
Respeito e cumprimento às leis,masculino,2
responsabilidade,masculino,8
Responsabilidade,masculino,1
responsabilidade alargada do produtor.,masculino,1
responsabilidade ambiental,masculino,1
responsabilidade civil,feminino,1
responsabilidade civil,masculino,6
responsabilidade criminal,masculino,1
responsabilidade do comandante,masculino,1
responsabilidade solidária,masculino,1
responsabilidade subsidiária.,masculino,1
responsabilidade.,masculino,1
responsável legal.,masculino,1
responsável técnico.,masculino,1
ressarcimento,feminino,1
ressarcimento,masculino,11
ressarcimento,NA,1
ressocialização,feminino,1
ressocialização,masculino,1
ressocialização.,masculino,1
restabelecimento,masculino,1
